id,title_en,title_de,language,faculty,cp,level,level_band,kind,primary_cluster,secondary_clusters,topic_tags,competencies,module_code,source,source_url,description_en,notes
fmb-technologien-im-sport-ii-ehemals-sportgeratetech,,Technologien im Sport II (ehemals Sportgerätetechnik II),de,FMB,5,Master,core,seminar,mech_mat,design_plm,sports technology; sports equipment; materials,Analyze advanced sports-equipment technologies; Evaluate materials and construction of sports devices; Assess performance and biomechanical aspects of sports technology; Present technical sports topics in a seminar,,Modulkatalog FMB-Masterstudiengänge (PDF),,"A seminar on sports-equipment technology, continuing the study of materials, construction and performance of sports devices.",
fmb-920011,,Technologien im Sport III (ehemals Technologien im Sport),de,FMB,5,Master,advanced,seminar,mech_mat,design_plm,sports technology; sports equipment; materials,Analyze specialized sports-technology topics in depth; Evaluate materials and engineering of advanced sports devices; Assess technological developments in sports equipment; Present technical sports topics in a seminar,920011,Modulkatalog FMB-Masterstudiengänge (PDF),,An advanced seminar exploring specialized topics in sports technology and the engineering of sports equipment.,
fmb-technologien-im-sport-iv-ehemals-technologien-im,,Technologien im Sport IV (ehemals Technologien im Sport),de,FMB,5,Master,advanced,seminar,mech_mat,design_plm,sports technology; sports equipment; materials,Investigate advanced sports-technology research topics; Evaluate cutting-edge materials and methods in sports equipment; Assess innovations in sports technology critically; Present specialized sports topics in a seminar,,Modulkatalog FMB-Masterstudiengänge (PDF),,An advanced seminar on selected research topics in sports technology and the engineering of sports devices.,
fmb-601378,,"Technologien zum Fügen, Beschichten und zur Montage",de,FMB,5,Master,advanced,course,manufacturing,mech_mat,joining; coating; assembly,"Assess possibilities and limits of joining, coating, and assembly technologies; Select application-optimized processes and technologies; Apply arc, electron-beam, laser, and hybrid joining technologies; Use thermal spraying and innovative coating processes",601378,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on technologies for joining, coating, and assembly, covering welding, thermal spraying, additive joining, and application-optimized process selection.",
fmb-601377,,"Technologien zum Urformen, Umformen und Trennen",de,FMB,5,Master,core,course,manufacturing,,forming; machining; manufacturing processes,"Name and describe primary shaping, forming, and machining processes; Assess possibilities and limits of these manufacturing technologies; Select manufacturing processes for exemplary applications; Apply casting, powder-metallurgical, additive, forming, and cutting methods",601377,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on technologies for primary shaping, forming, and machining, covering casting, powder metallurgy, additive, forming, and cutting processes.",
fmb-601385,,Tribologische Produktoptimierung,de,FMB,5,Master,advanced,course,mech_mat,design_plm; energy_sustain,tribology; friction and wear; product optimization,Analyze and identify friction and wear problems and their mechanisms; Optimize tribologically loaded components and tribosystems; Assess conditions for energy-efficient and sustainable tribosystem design; Use software and testing equipment to evaluate tribosystems,601385,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on tribological product optimization, covering friction, wear, lubrication, coatings, and energy-efficient design of tribosystems.",
fmb-604162,,Unternehmensplanung und Unternehmensführung,de,FMB,5,Master,core,course,innovation_mgmt,industry40,corporate management; business planning; strategy,"Apply strategic corporate management and planning methods; Analyze the strategic environment using SWOT, PESTEL, and scenario techniques; Develop existing and new business models; Create a detailed business plan from idea to implementation",604162,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on strategic business planning and corporate management, covering strategy analysis, business model development, and Industry 4.0 project implementation.",
fmb-601382,,Verbrennungsmotoren,de,FMB,5,Master,core,course,mobility,energy_sustain,combustion engine; powertrain; thermodynamics,"Understand the fundamentals of internal combustion engine design; Analyze thermodynamics and working processes of reciprocating engines; Compare spark-ignition and diesel engines and their combustion; Assess exhaust emissions, aftertreatment, and future engine trends",601382,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on internal combustion engines, covering reciprocating machine fundamentals, thermodynamics, combustion, emissions, and future powertrain developments.",
fmb-604171,,Verzahnungstechnik,de,FMB,5,Master,core,course,manufacturing,mech_mat,gear technology; manufacturing; metrology,Discuss gearing problems for involute spur gears using technical terminology; Understand the gear manufacturing process from roughing to finishing; Select and apply measuring devices for gear inspection; Interpret gear measurement and deviation results,604171,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course on gear technology, covering the geometry, manufacturing, and metrological inspection of involute spur gears and gear pairs.",
fmb-601224,,Vibroakustik,de,FMB,5,Master,advanced,lab,mech_mat,sim_num,vibro-acoustics; noise; structural vibration,Explain sound radiation and transmission of vibrating structures; Apply fundamentals of technical acoustics and wave propagation in solids; Measure vibro-acoustic phenomena experimentally; Apply methods to actively reduce radiated noise,601224,Modulkatalog FMB-Masterstudiengänge (PDF),,"A course with lab exercises on vibro-acoustics, covering sound radiation and transmission of structures, measurement methods, and active noise reduction.",
fmb-102812,,Visualisierung,de,FMB,5,Master,core,course,viz,,visualization; scientific visualization; rendering,Apply scientific and information visualization techniques; Design effective visual representations of data; Implement visualization pipelines and rendering methods; Evaluate and interpret visualizations critically,102812,Modulkatalog FMB-Masterstudiengänge (PDF),,A course on data and scientific visualization covering techniques for creating effective visual representations of data.,
